"","year","quarter","industry1","industry2","industry3","total_employment","employment_change","job_vacancy_rate","recruitment_rate","resignation_rate","retrench_rate","emp_ch_rate","Year"
"219",2011,4,"services","financial and insurance services","financial services",127400,1100,1.7,1.7,1.1,380,0.86342229199372,"2011 Q4"
"220",2011,4,"services","accommodation and food services","food and beverage services",180500,5200,3.6,5.9,4.4,20,2.8808864265928,"2011 Q4"
"221",2011,4,"manufacturing","manufacturing","food, beverages and tobacco",36800,-100,3.4,2.9,2.3,0,-0.271739130434783,"2011 Q4"
"222",2011,4,"services","education, health and social services","health and social services",106400,1300,3.5,2,1.1,0,1.2218045112782,"2011 Q4"
"223",2011,4,"services","financial and insurance services","insurance services",28600,300,2.9,2.3,1.6,10,1.04895104895105,"2011 Q4"
"224",2011,4,"services","information and communications","it and other information services",68500,2200,2.8,3,1.7,60,3.21167883211679,"2011 Q4"
"225",2011,4,"services","transportation and storage","land transport and supporting services",82700,500,4.4,2.1,1.2,0,0.60459492140266,"2011 Q4"
"226",2011,4,"services","professional services","legal, accounting and management services",91200,400,1.7,2.9,1.7,150,0.43859649122807,"2011 Q4"
"227",2011,4,"services","administrative and support services","other administrative and support services",96500,500,2.3,3.2,2.3,50,0.518134715025907,"2011 Q4"
"228",2011,4,"services","art, entertainment, recreation and other services","other community, social and personal services",300100,3100,3.4,2.7,2.1,30,1.03298900366544,"2011 Q4"
"229",2011,4,"manufacturing","manufacturing","other manufacturing industries",60600,-900,1.3,1.7,1.3,300,-1.48514851485149,"2011 Q4"
"230",2011,4,"services","professional services","other professional services",44900,500,3.6,2.4,1.9,40,1.11358574610245,"2011 Q4"
"231",2011,4,"services","transportation and storage","other transportation and storage services",58600,-100,1.9,2.6,1.9,20,-0.170648464163823,"2011 Q4"
"232",2011,4,"manufacturing","manufacturing","paper / rubber / plastic products and printing",40500,0,1.7,1.7,1.5,370,0,"2011 Q4"
"233",2011,4,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",52300,-500,1.5,1.1,0.8,120,-0.956022944550669,"2011 Q4"
"234",2011,4,"services","education, health and social services","public administration and education",210800,1800,4.6,0.9,0.5,10,0.853889943074004,"2011 Q4"
"235",2011,4,"services","wholesale and retail trade","retail trade",156500,5600,4.4,5.4,3.6,110,3.57827476038339,"2011 Q4"
"236",2011,4,"services","administrative and support services","security and investigation",35900,200,6.8,6,4.7,0,0.557103064066852,"2011 Q4"
"237",2011,4,"services","information and communications","telecommunications, broadcasting and publishing",38700,200,2.3,2.6,1.5,90,0.516795865633075,"2011 Q4"
"238",2011,4,"manufacturing","manufacturing","transport equipment",128800,1700,1.2,1.5,1.1,40,1.31987577639752,"2011 Q4"
"239",2011,4,"services","transportation and storage","water transport and supporting services",43000,100,1,1.6,0.9,0,0.232558139534884,"2011 Q4"
"240",2011,4,"services","wholesale and retail trade","wholesale trade",298600,2100,2.4,2.5,1.8,210,0.703281982585399,"2011 Q4"
"241",2012,1,"services","accommodation and food services","accommodation",34500,-800,4.7,3.6,3.4,100,-2.31884057971015,"2012 Q1"
"242",2012,1,"services","transportation and storage","air transport and supporting services",29800,700,4,1.8,1,0,2.3489932885906,"2012 Q1"
"243",2012,1,"services","professional services","architectural and engineering services",58300,700,1.5,2.8,1.7,20,1.20068610634648,"2012 Q1"
"244",2012,1,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",55200,-500,3.2,2.4,1.8,20,-0.905797101449275,"2012 Q1"
"245",2012,1,"services","administrative and support services","cleaning and landscaping",47600,1100,3.2,5.4,5.2,20,2.3109243697479,"2012 Q1"
"246",2012,1,"construction","construction","construction",410200,9900,1.3,3,1.9,260,2.41345685031692,"2012 Q1"
"247",2012,1,"manufacturing","manufacturing","electronic, computer and optical products",93100,-2000,2.1,1.8,1.8,130,-2.14822771213749,"2012 Q1"
"248",2012,1,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",112900,400,2.3,2.1,1.8,170,0.354295837023915,"2012 Q1"
"249",2012,1,"services","financial and insurance services","financial services",128100,600,2.2,1.5,0.9,370,0.468384074941452,"2012 Q1"
"250",2012,1,"services","accommodation and food services","food and beverage services",178900,-1500,3.5,4.6,4.8,110,-0.838457238680827,"2012 Q1"
"251",2012,1,"manufacturing","manufacturing","food, beverages and tobacco",36300,-500,1.8,3,2.5,10,-1.37741046831956,"2012 Q1"
"252",2012,1,"services","education, health and social services","health and social services",109200,2700,3.4,2.3,1.5,0,2.47252747252747,"2012 Q1"
"253",2012,1,"services","financial and insurance services","insurance services",29100,600,2.5,2.4,1.4,10,2.06185567010309,"2012 Q1"
"254",2012,1,"services","information and communications","it and other information services",69000,500,1.9,2.8,2.4,120,0.72463768115942,"2012 Q1"
"255",2012,1,"services","transportation and storage","land transport and supporting services",83200,400,3.6,2.5,1.5,0,0.480769230769231,"2012 Q1"
"256",2012,1,"services","professional services","legal, accounting and management services",91800,600,1.8,2.4,1.7,120,0.65359477124183,"2012 Q1"
"257",2012,1,"services","administrative and support services","other administrative and support services",97600,1100,2.1,3.8,3.1,40,1.12704918032787,"2012 Q1"
"258",2012,1,"services","art, entertainment, recreation and other services","other community, social and personal services",302400,2200,2.7,3.2,2.7,20,0.727513227513227,"2012 Q1"
"259",2012,1,"manufacturing","manufacturing","other manufacturing industries",60600,-100,1.6,2.1,2.1,160,-0.165016501650165,"2012 Q1"
"260",2012,1,"services","professional services","other professional services",45900,1000,3,2.5,2,30,2.17864923747277,"2012 Q1"
"261",2012,1,"services","transportation and storage","other transportation and storage services",60600,2000,2,2.8,2.5,40,3.3003300330033,"2012 Q1"
"262",2012,1,"manufacturing","manufacturing","paper / rubber / plastic products and printing",39400,-1200,2.1,2.6,2.3,170,-3.04568527918782,"2012 Q1"
"263",2012,1,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",54900,2600,1.5,1.9,1,40,4.73588342440801,"2012 Q1"
"264",2012,1,"services","education, health and social services","public administration and education",214700,3800,4,1.4,0.8,0,1.76991150442478,"2012 Q1"
"265",2012,1,"services","wholesale and retail trade","retail trade",157400,900,3.8,4.7,4.9,30,0.571791613722999,"2012 Q1"
"266",2012,1,"services","administrative and support services","security and investigation",36100,200,4.6,5,4.6,0,0.554016620498615,"2012 Q1"
"267",2012,1,"services","information and communications","telecommunications, broadcasting and publishing",38800,100,2.3,2.6,1.9,80,0.257731958762887,"2012 Q1"
"268",2012,1,"manufacturing","manufacturing","transport equipment",127200,-1600,1.5,1.4,1.2,80,-1.25786163522013,"2012 Q1"
"269",2012,1,"services","transportation and storage","water transport and supporting services",43200,200,1.1,1.7,1.4,40,0.462962962962963,"2012 Q1"
"270",2012,1,"services","wholesale and retail trade","wholesale trade",299700,1200,2.1,2.8,2.4,390,0.4004004004004,"2012 Q1"
"271",2012,2,"services","accommodation and food services","accommodation",33700,-800,3.8,3.9,3.6,0,-2.37388724035608,"2012 Q2"
"272",2012,2,"services","transportation and storage","air transport and supporting services",30700,900,4.1,2.1,0.9,10,2.93159609120521,"2012 Q2"
"273",2012,2,"services","professional services","architectural and engineering services",59400,1100,1.8,3.7,1.7,10,1.85185185185185,"2012 Q2"
"274",2012,2,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",54500,-700,3.6,2.6,2.1,60,-1.28440366972477,"2012 Q2"
"275",2012,2,"services","administrative and support services","cleaning and landscaping",48400,800,3.1,5.6,5.3,0,1.65289256198347,"2012 Q2"
"276",2012,2,"construction","construction","construction",419900,9700,1.3,3.6,2,180,2.31007382710169,"2012 Q2"
"277",2012,2,"manufacturing","manufacturing","electronic, computer and optical products",92900,-200,2.3,2,1.7,130,-0.215285252960172,"2012 Q2"
"278",2012,2,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",113100,200,2.4,2.6,1.9,170,0.17683465959328,"2012 Q2"
"279",2012,2,"services","financial and insurance services","financial services",129400,1300,2,2,1.4,420,1.00463678516229,"2012 Q2"
"280",2012,2,"services","accommodation and food services","food and beverage services",178900,0,3,4.7,5,30,0,"2012 Q2"
"281",2012,2,"manufacturing","manufacturing","food, beverages and tobacco",36700,400,1.7,3,2.6,0,1.08991825613079,"2012 Q2"
"282",2012,2,"services","education, health and social services","health and social services",111800,2600,3.4,2.9,1.5,0,2.32558139534884,"2012 Q2"
"283",2012,2,"services","financial and insurance services","insurance services",29000,-100,2.4,2.7,1.6,10,-0.344827586206897,"2012 Q2"
"284",2012,2,"services","information and communications","it and other information services",70300,1300,2,3,2,110,1.84921763869132,"2012 Q2"
"285",2012,2,"services","transportation and storage","land transport and supporting services",83800,600,3,2.4,1.7,0,0.715990453460621,"2012 Q2"
"286",2012,2,"services","professional services","legal, accounting and management services",92200,400,1.8,2.5,1.9,160,0.433839479392625,"2012 Q2"
"287",2012,2,"services","administrative and support services","other administrative and support services",99700,2100,2.1,3.5,3.4,80,2.10631895687061,"2012 Q2"
"288",2012,2,"services","art, entertainment, recreation and other services","other community, social and personal services",302400,0,2.4,3,2.6,0,0,"2012 Q2"
"289",2012,2,"manufacturing","manufacturing","other manufacturing industries",61500,900,1.4,2.3,2,50,1.46341463414634,"2012 Q2"
"290",2012,2,"services","professional services","other professional services",46800,900,2.9,2.5,2.1,40,1.92307692307692,"2012 Q2"
"291",2012,2,"services","transportation and storage","other transportation and storage services",61100,500,1.8,3.2,2.7,10,0.818330605564648,"2012 Q2"
"292",2012,2,"manufacturing","manufacturing","paper / rubber / plastic products and printing",39300,-100,1.5,2.4,2.4,100,-0.254452926208651,"2012 Q2"
"293",2012,2,"manufacturing","manufacturing","petroleum, chemical and pharmaceutical products",58400,3500,1.9,1.6,1,60,5.99315068493151,"2012 Q2"
"294",2012,2,"services","education, health and social services","public administration and education",215800,1100,3.8,1.2,0.8,30,0.509731232622799,"2012 Q2"
"295",2012,2,"services","wholesale and retail trade","retail trade",158100,700,3.7,5.2,4.4,30,0.442757748260595,"2012 Q2"
"296",2012,2,"services","administrative and support services","security and investigation",36500,400,4.5,5.4,5,0,1.0958904109589,"2012 Q2"
"297",2012,2,"services","information and communications","telecommunications, broadcasting and publishing",38900,100,2.6,2.6,1.6,90,0.25706940874036,"2012 Q2"
"298",2012,2,"manufacturing","manufacturing","transport equipment",127500,300,1.6,1.2,1.5,10,0.235294117647059,"2012 Q2"
"299",2012,2,"services","transportation and storage","water transport and supporting services",43400,200,1.9,2.1,1.6,60,0.460829493087558,"2012 Q2"
"300",2012,2,"services","wholesale and retail trade","wholesale trade",301600,1900,2,3.2,2.5,340,0.629973474801061,"2012 Q2"
"301",2012,3,"services","accommodation and food services","accommodation",34800,1100,5.2,3.5,2.9,0,3.16091954022989,"2012 Q3"
"302",2012,3,"services","transportation and storage","air transport and supporting services",31200,500,3.1,1.6,1,0,1.6025641025641,"2012 Q3"
"303",2012,3,"services","professional services","architectural and engineering services",60300,900,1.8,4.7,1.8,160,1.49253731343284,"2012 Q3"
"304",2012,3,"services","art, entertainment, recreation and other services","arts, entertainment and recreation",54300,-200,3.3,2.6,2.2,10,-0.368324125230203,"2012 Q3"
"305",2012,3,"services","administrative and support services","cleaning and landscaping",48700,300,4,4.6,4.3,0,0.616016427104723,"2012 Q3"
"306",2012,3,"construction","construction","construction",429700,9800,1.5,3.4,1.8,140,2.2806609262276,"2012 Q3"
"307",2012,3,"manufacturing","manufacturing","electronic, computer and optical products",91900,-1000,1.5,1.5,1.6,830,-1.08813928182807,"2012 Q3"
"308",2012,3,"manufacturing","manufacturing","fabricated metal products, machinery and equipment",113200,100,2,2.1,1.6,90,0.088339222614841,"2012 Q3"
"309",2012,3,"services","financial and insurance services","financial services",131200,1800,2.1,2.2,1.4,200,1.3719512195122,"2012 Q3"
"310",2012,3,"services","accommodation and food services","food and beverage services",179600,700,6.2,4.6,4.6,30,0.389755011135857,"2012 Q3"
"311",2012,3,"manufacturing","manufacturing","food, beverages and tobacco",37100,400,3,3.2,2.6,10,1.07816711590297,"2012 Q3"
"312",2012,3,"services","education, health and social services","health and social services",113600,1800,3.4,2.3,1.4,30,1.58450704225352,"2012 Q3"
"313",2012,3,"services","financial and insurance services","insurance services",29400,400,2.8,2.7,1.8,0,1.36054421768707,"2012 Q3"
"314",2012,3,"services","information and communications","it and other information services",70800,500,3.2,3.1,2.2,80,0.706214689265537,"2012 Q3"
"315",2012,3,"services","transportation and storage","land transport and supporting services",84300,500,2.8,2.7,1.7,0,0.593119810201661,"2012 Q3"
"316",2012,3,"services","professional services","legal, accounting and management services",93900,1700,2.4,3.4,2.2,140,1.81043663471778,"2012 Q3"
"317",2012,3,"services","administrative and support services","other administrative and support services",99200,-500,4.4,4,3.2,80,-0.504032258064516,"2012 Q3"
