"","industry","occupation","jobtitle","company","jobspec","careerlevel","salary","qualifications","jobtype","experience","joblink"
"59","Construction","Mechanical Engineer","Project Engineer","Svp Integrated Engineering Pte. Ltd.","Construction","Junior Executive","SGD 2,500 , SGD 4,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-engineer-8937250?jobId=jobstreet-sg-job-8937250&sectionRank=58&token=0~25b39c30-1b46-4678-badf-6217e7c2a856&fr=SRP%20Job%20Listing"
"60","Construction","Mechanical Engineer","Electrical Project Engineer","Sunley M&E Engineering Pte. Ltd.","Construction","Senior Executive","SGD 2,900 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/electrical-project-engineer-8944243?jobId=jobstreet-sg-job-8944243&sectionRank=73&token=0~485f7b23-7af6-40b9-8ebf-0fc1a38b0a7e&fr=SRP%20Job%20Listing"
"61","Construction","Mechanical Engineer","Project Engineer","Kln Energy","Construction","Junior Executive","SGD 2,500 , SGD 3,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-engineer-8985773?jobId=jobstreet-sg-job-8985773&sectionRank=76&token=0~485f7b23-7af6-40b9-8ebf-0fc1a38b0a7e&fr=SRP%20Job%20Listing"
"62","Construction","Mechanical Engineer","Mechanical Supervisor","Company Confidential","Construction","Senior Executive","SGD 3,800 , SGD 4,200","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","8 years","https://www.jobstreet.com.sg//en/job/mechanical-supervisor-8991928?jobId=jobstreet-sg-job-8991928&sectionRank=82&token=0~485f7b23-7af6-40b9-8ebf-0fc1a38b0a7e&fr=SRP%20Job%20Listing"
"63","Construction","Mechanical Engineer","M&Amp;E Engineer","Gamuda Berhad Singapore Branch","Construction","Junior Executive","SGD 4,000 , SGD 5,600","Not Specified","Full-Time","4 years","https://www.jobstreet.com.sg//en/job/m-e-engineer-8978095?jobId=jobstreet-sg-job-8978095&sectionRank=85&token=0~485f7b23-7af6-40b9-8ebf-0fc1a38b0a7e&fr=SRP%20Job%20Listing"
"64","Construction","Mechanical Engineer","Mechanical And Electrical Engineer","Gennal Industries Pte Ltd","Construction","Junior Executive","SGD 3,000 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/mechanical-and-electrical-engineer-8927295?jobId=jobstreet-sg-job-8927295&sectionRank=88&token=0~485f7b23-7af6-40b9-8ebf-0fc1a38b0a7e&fr=SRP%20Job%20Listing"
"65","Construction","Mechanical Engineer","Project Engineer","Bnf Industries Pte Ltd","Construction","Senior Executive","SGD 4,000 , SGD 5,600","Master's Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-8980402?jobId=jobstreet-sg-job-8980402&sectionRank=91&token=0~11bd94d6-504d-41e5-bb9a-216b5d81cc3f&fr=SRP%20Job%20Listing"
"66","Construction","Electrical Engineer","Project Manager (Construction)","Bes Technology Pte Ltd","Construction","Junior Executive","SGD 3,000 , SGD 4,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-manager-construction-8995301?jobId=jobstreet-sg-job-8995301&sectionRank=1&token=0~eded3155-13c3-4d1a-9301-e9e6400757e4&fr=SRP%20Job%20Listing"
"67","Construction","Electrical Engineer","Electrical Project Engineer","Sunley M&E Engineering Pte. Ltd.","Construction","Senior Executive","SGD 2,900 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/electrical-project-engineer-8944243?jobId=jobstreet-sg-job-8944243&sectionRank=2&token=0~eded3155-13c3-4d1a-9301-e9e6400757e4&fr=SRP%20Job%20Listing"
"68","Construction","Electrical Engineer","Project Engineer - Mechanical &Amp; Electrical System","M-Tech Air-Con & Security Engineering Pte Ltd","Construction","Junior Executive","SGD 2,800 , SGD 3,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-mechanical-electrical-system-8960475?jobId=jobstreet-sg-job-8960475&sectionRank=9&token=0~eded3155-13c3-4d1a-9301-e9e6400757e4&fr=SRP%20Job%20Listing"
"69","Construction","Electrical Engineer","Electrical Design Engineer","Hyundai Engineering Co., Ltd.","Construction","Senior Executive","SGD 3,000 , SGD 5,000","Not Specified","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/electrical-design-engineer-8937525?jobId=jobstreet-sg-job-8937525&sectionRank=17&token=0~eded3155-13c3-4d1a-9301-e9e6400757e4&fr=SRP%20Job%20Listing"
"70","Construction","Electrical Engineer","Senior Project Engineer (Electrical)","Rma Fiventures Asia-Pacific Pte Ltd","Construction","Senior Executive","SGD 4,500 , SGD 5,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/senior-project-engineer-electrical-8977952?jobId=jobstreet-sg-job-8977952&sectionRank=51&token=0~b1ed78b0-68e9-4946-987e-96233817501f&fr=SRP%20Job%20Listing"
"71","Construction","Electrical Engineer","Maintenance Engineer","Soilbuild Construction Group Limited","Construction","Senior Executive","SGD 3,000 , SGD 5,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/maintenance-engineer-8931836?jobId=jobstreet-sg-job-8931836&sectionRank=61&token=0~398535d2-a317-4009-b4b8-d5e18a6527e6&fr=SRP%20Job%20Listing"
"72","Construction","Electrical Engineer","Elv Project Engineer","Comnet Systems Pte Ltd","Construction","Senior Executive","SGD 3,200 , SGD 5,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/elv-project-engineer-8939500?jobId=jobstreet-sg-job-8939500&sectionRank=69&token=0~398535d2-a317-4009-b4b8-d5e18a6527e6&fr=SRP%20Job%20Listing"
"73","Construction","Electrical Engineer","Mechanical And Electrical Engineer","Gennal Industries Pte Ltd","Construction","Junior Executive","SGD 3,000 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/mechanical-and-electrical-engineer-8927295?jobId=jobstreet-sg-job-8927295&sectionRank=84&token=0~398535d2-a317-4009-b4b8-d5e18a6527e6&fr=SRP%20Job%20Listing"
"74","Construction","Electrical Engineer","Project Manager (Electrical)","Dlm Pte Ltd","Construction","Manager","SGD 4,000 , SGD 6,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/project-manager-electrical-8992895?jobId=jobstreet-sg-job-8992895&sectionRank=94&token=0~71763d90-cce7-4388-86f0-04418a078461&fr=SRP%20Job%20Listing"
"75","Construction","Civil Engineer","Project Engineer","Lantro (S) Pte Ltd","Construction","Junior Executive","SGD 2,000 , SGD 3,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-8940567?jobId=jobstreet-sg-job-8940567&sectionRank=1&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"76","Construction","Civil Engineer","Elv Project Engineer","Comnet Systems Pte Ltd","Construction","Senior Executive","SGD 3,200 , SGD 5,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/elv-project-engineer-8939500?jobId=jobstreet-sg-job-8939500&sectionRank=8&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"77","Construction","Civil Engineer","Civil Engineer","Guan Chuan Engineering Construction Pte Ltd","Construction","Non-Executive","SGD 3,200 , SGD 4,480","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/civil-engineer-8964220?jobId=jobstreet-sg-job-8964220&sectionRank=9&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"78","Construction","Civil Engineer","Site Engineer (Civil /Structural)","Shanghai Tunnel Engineering Co (Singapore) Pte Ltd","Construction","Junior Executive","SGD 3,000 , SGD 4,800","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/site-engineer-civil-structural-8940345?jobId=jobstreet-sg-job-8940345&sectionRank=17&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"79","Construction","Civil Engineer","Site Coordinator","Systmz Pte Ltd","Construction","Junior Executive","SGD 2,500 , SGD 3,000","Professional Certificate/NiTEC","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/site-coordinator-8963092?jobId=jobstreet-sg-job-8963092&sectionRank=23&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"80","Construction","Civil Engineer","Civil Engineer","Antara Koh Private Limited","Construction","Senior Executive","SGD 3,200 , SGD 4,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/civil-engineer-8932989?jobId=jobstreet-sg-job-8932989&sectionRank=28&token=0~e3335e5a-ee34-41f3-9b07-cab3ca7dd7cc&fr=SRP%20Job%20Listing"
"81","Construction","Civil Engineer","Project Engineer","Zh Builders Pte. Ltd.","Construction","Senior Executive","SGD 3,500 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-8992166?jobId=jobstreet-sg-job-8992166&sectionRank=34&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"82","Construction","Civil Engineer","Civil Design Engineer","Hyundai Engineering Co., Ltd.","Construction","Senior Executive","SGD 3,000 , SGD 5,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/civil-design-engineer-8937749?jobId=jobstreet-sg-job-8937749&sectionRank=40&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"83","Construction","Civil Engineer","Project Engineer","Chian Teck","Construction","Junior Executive","SGD 3,000 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-engineer-8936690?jobId=jobstreet-sg-job-8936690&sectionRank=49&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"84","Construction","Civil Engineer","Project Manager (Construction)","Bes Technology Pte Ltd","Construction","Junior Executive","SGD 3,000 , SGD 4,000","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-manager-construction-8995301?jobId=jobstreet-sg-job-8995301&sectionRank=50&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"85","Construction","Civil Engineer","Civil Project Coordinator (Steel Structure)","Topmast Engineering Pte Ltd","Construction","Junior Executive","SGD 3,400 , SGD 5,000","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/civil-project-coordinator-steel-structure-8956546?jobId=jobstreet-sg-job-8956546&sectionRank=54&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"86","Construction","Civil Engineer","Project Engineer","Yj International Pte Ltd","Construction","Senior Executive","SGD 3,200 , SGD 4,200","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-8989859?jobId=jobstreet-sg-job-8989859&sectionRank=57&token=0~c829148c-6b00-41c1-a47b-5792c5dcfe6e&fr=SRP%20Job%20Listing"
"87","Construction","Civil Engineer","Site Engineer (Building)","Hyundai Engineering Co., Ltd.","Construction","Senior Executive","SGD 4,500 , SGD 6,300","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","5 years","https://www.jobstreet.com.sg//en/job/site-engineer-building-8933244?jobId=jobstreet-sg-job-8933244&sectionRank=75&token=0~0c563403-462e-4432-8168-6dc00dd6c60d&fr=SRP%20Job%20Listing"
"88","Construction","Civil Engineer","Site Project Coordinator","Chongwu Concept Pte Ltd","Construction","Senior Executive","SGD 3,000 , SGD 3,500","Diploma, Advanced/Higher/Graduate Diploma","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/site-project-coordinator-8946421?jobId=jobstreet-sg-job-8946421&sectionRank=77&token=0~0c563403-462e-4432-8168-6dc00dd6c60d&fr=SRP%20Job%20Listing"
"89","Construction","Civil Engineer","Site Engineer","Chuan Lim Construction Pte Ltd","Construction","Junior Executive","SGD 2,800 , SGD 4,500","Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/site-engineer-8984086?jobId=jobstreet-sg-job-8984086&sectionRank=87&token=0~0c563403-462e-4432-8168-6dc00dd6c60d&fr=SRP%20Job%20Listing"
"90","Construction","Civil Engineer","Resident Engineer","Global Indian International School Pte. Ltd.","Construction","Senior Executive","SGD 5,500 , SGD 6,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/resident-engineer-8898469?jobId=jobstreet-sg-job-8898469&sectionRank=97&token=0~30f5843e-46dc-4ef7-9e66-07f0c269f17a&fr=SRP%20Job%20Listing"
"91","Construction","Technical/Engineering Services Manager","Regulatory Compliance Officer (9 Months Contract)","Sennheiser Consumer Electronics Gmbh","Construction","Junior Executive","SGD 4,000 , SGD 5,500","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Contract","3 years","https://www.jobstreet.com.sg//en/job/regulatory-compliance-officer-9-months-contract-8907243?jobId=jobstreet-sg-job-8907243&sectionRank=27&token=0~f198dd93-1370-42be-a38a-9bf728bb9d53&fr=SRP%20Job%20Listing"
"92","Construction","Technical/Engineering Services Manager","Project Engineer","Zh Builders Pte. Ltd.","Construction","Senior Executive","SGD 3,500 , SGD 4,500","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","3 years","https://www.jobstreet.com.sg//en/job/project-engineer-8992166?jobId=jobstreet-sg-job-8992166&sectionRank=83&token=0~6a47983b-e822-4770-923f-cefc63669a9b&fr=SRP%20Job%20Listing"
"93","Construction","Sales Manager","Senior Manager, Hsseq","Ces_sdc Pte. Ltd.","Construction","Senior Manager","SGD 10,000 , SGD 13,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree, Master's Degree, Doctorate (PhD)","Full-Time","10 years","https://www.jobstreet.com.sg//en/job/senior-manager-hsseq-8935357?jobId=jobstreet-sg-job-8935357&sectionRank=47&token=0~d03393bd-920e-498e-bf11-c14629e22b2b&fr=SRP%20Job%20Listing"
"94","Construction","Sales Manager","Project Manager (Interior Fit-Out)","Cheng Meng Furniture Group (Pte) Ltd","Construction","Manager","SGD 4,500 , SGD 6,800","Diploma, Advanced/Higher/Graduate Diploma, Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","8 years","https://www.jobstreet.com.sg//en/job/project-manager-interior-fit-out-8966531?jobId=jobstreet-sg-job-8966531&sectionRank=66&token=0~889301f6-217d-4bfc-b54f-8996d59df4a6&fr=SRP%20Job%20Listing"
"95","Construction","Sales Manager","Senior/Operations Manager","Pnh Resources Pte Ltd","Construction","Manager","SGD 4,500 , SGD 7,000","Bachelor's Degree, Post Graduate Diploma, Professional Degree","Full-Time","6 years","https://www.jobstreet.com.sg//en/job/senior-operations-manager-8984800?jobId=jobstreet-sg-job-8984800&sectionRank=67&token=0~889301f6-217d-4bfc-b54f-8996d59df4a6&fr=SRP%20Job%20Listing"
"96","Construction","Sales Manager","Project Manager - Interior Design (Residential Renovation Projects)","Livspace","Construction","Junior Executive","SGD 3,000 , SGD 4,500","Primary/Secondary School/O Level, Professional Certificate/NiTEC, Diploma, Advanced/Higher/Graduate Diploma","Full-Time","2 years","https://www.jobstreet.com.sg//en/job/project-manager-interior-design-residential-renovation-projects-8995564?jobId=jobstreet-sg-job-8995564&sectionRank=80&token=0~889301f6-217d-4bfc-b54f-8996d59df4a6&fr=SRP%20Job%20Listing"
