"","SSOC","Year","Industry","Level","Occupation","Basic Wage -  25th Percentile ($)","Basic Wage -  Median  ($)","Basic Wage -  75th Percentile ($)","Gross Wage -  25th Percentile ($)","Gross Wage -  Median  ($)","Gross Wage -  75th Percentile ($)"
"1035","33131",2020,"financial and insurance services","associate professionals and technicians","Assistant accountant","3050","3619","4341","3090","3686","4532"
"1036","33221",2020,"financial and insurance services","associate professionals and technicians","Business development executive","3450","4300","5500","3475","4362","5500"
"1037","3312",2020,"financial and insurance services","associate professionals and technicians","Credit and loans officer","3628","4361","5750","3628","4465","5750"
"1038","33211",2020,"financial and insurance services","associate professionals and technicians","Insurance sales agent/Broker ","3535","4479","5882","3535","4479","5894"
"1039","33491",2020,"financial and insurance services","associate professionals and technicians","Management executive","3500","4100","4859","3500","4100","4957"
"1040","33492",2020,"financial and insurance services","associate professionals and technicians","Operations officer ","3800","4400","5650","3820","4473","5735"
"1041","3315",2020,"financial and insurance services","associate professionals and technicians","Valuer and loss assessor","4222","5006","5920","4282","5031","6065"
"1042","4311",2020,"financial and insurance services","clerical support workers","Accounting and bookkeeping clerk","2350","2690","3219","2480","2779","4306"
"1043","42111",2020,"financial and insurance services","clerical support workers","Bank teller","2455","2937","3145","2896","3280","3559"
"1044","4312",2020,"financial and insurance services","clerical support workers","Finance and insurance clerk","2875","3475","3971","3000","3632","4128"
"1045","4110",2020,"financial and insurance services","clerical support workers","General office clerk","2250","2534","3000","2300","2600","3100"
"1046","4224",2020,"financial and insurance services","clerical support workers","Receptionist, customer service and information clerk","3100","3635","4215","3210","3786","4394"
"1047","41201",2020,"financial and insurance services","clerical support workers","Secretary","4063","5340","6724","4083","5358","6729"
"1048","12112",2020,"education, health and social services","managers","Administration manager","4917","6132","8363","4979","6188","8375"
"1049","12221",2020,"education, health and social services","managers","Advertising/Public relations manager","5000","6045","8202","5200","6060","8242"
"1050","13430",2020,"education, health and social services","managers","Aged care services manager","3692","4400","5965","4100","5000","6100"
"1051","12111",2020,"education, health and social services","managers","Budgeting and financial accounting manager ","5431","6290","8125","5431","6310","8207"
"1052","12212",2020,"education, health and social services","managers","Business development manager","5127","6193","7683","5226","6193","7683"
"1053","11203",2020,"education, health and social services","managers","Chief operating officer/General manager","7300","9789","13900","7500","10105","14550"
"1054","1344",2020,"education, health and social services","managers","Community and social service manager","3996","5185","6410","3996","5200","6535"
"1055","1345",2020,"education, health and social services","managers","Education and training institution manager","4900","6313","9299","4932","6313","9299"
"1056","13420",2020,"education, health and social services","managers","Health services manager","5860","7162","9578","5900","7231","9628"
"1057","1212",2020,"education, health and social services","managers","Human resource manager","5229","6330","8793","5292","6418","9000"
"1058","13304",2020,"education, health and social services","managers","ICT service manager","5732","6800","9269","5732","7226","9337"
"1059","11201",2020,"education, health and social services","managers","Managing director/Chief executive officer","7300","10000","15000","7722","10200","15000"
"1060","12222",2020,"education, health and social services","managers","Marketing manager","4461","5618","7029","4500","5970","7380"
"1061","13303",2020,"education, health and social services","managers","Network, communications and infrastructure manager","5619","6049","7138","5619","6216","7168"
"1062","12191",2020,"education, health and social services","managers","Premises and facilities maintenance manager ","5153","6543","8065","5168","6594","8204"
"1063","13410",2020,"education, health and social services","managers","Pre-school education manager","3500","4200","5000","3500","4231","5000"
"1064","12230",2020,"education, health and social services","managers","Research and development manager","6470","12074","17542","6500","12372","17882"
"1065","12211",2020,"education, health and social services","managers","Sales manager","3500","4100","6500","3985","5601","7999"
"1066","12132",2020,"education, health and social services","managers","Strategic planning manager","5811","8100","11400","5814","8100","11436"
"1067","13291",2020,"education, health and social services","managers","Technical/Engineering services manager ","5620","6068","6315","5620","6102","6335"
"1068","26373",2020,"education, health and social services","professionals","Counsellor (family)","3630","4107","4840","3630","4147","4960"
"1069","26371",2020,"education, health and social services","professionals","Counsellor (rehabilitation)","3200","3425","3661","3285","3499","3883"
"1070","22110",2020,"education, health and social services","professionals","General practitioner/Physician","10330","12335","15954","10519","12450","15972"
"1071","26221",2020,"education, health and social services","professionals","Librarian","3500","4069","5236","3500","4069","5236"
"1072","22693",2020,"education, health and social services","professionals","Medical diagnostic radiographer","4037","4752","5731","4040","4752","5761"
"1073","22680",2020,"education, health and social services","professionals","Occupational therapist","3530","3937","4606","3530","3958","4610"
"1074","24233",2020,"education, health and social services","professionals","Personnel/Human resource officer","3200","3631","4191","3200","3644","4280"
"1075","2262",2020,"education, health and social services","professionals","Pharmacist","4116","4542","5390","4116","4542","5390"
"1076","2134",2020,"education, health and social services","professionals","Pharmacologist and related professional","4346","5226","6782","4346","5226","6782"
"1077","22640",2020,"education, health and social services","professionals","Physiotherapist","3680","4051","4986","3696","4068","5045"
"1078","2634",2020,"education, health and social services","professionals","Psychologist","3669","4300","5523","3669","4300","5523"
"1079","24320",2020,"education, health and social services","professionals","Public relations/Corporate communications professional","3270","3800","4400","3270","3800","4400"
"1080","22200",2020,"education, health and social services","professionals","Registered nurse and other nursing professional (e.g. clinical nurse, nurse educator, excluding enrolled nurse)","3165","3897","5046","3219","4001","5075"
"1081","24291",2020,"education, health and social services","professionals","Research officer (non-statistical)","3550","4650","5544","3561","4655","5569"
"1082","26374",2020,"education, health and social services","professionals","School counsellor","4082","5093","6520","4082","5123","6722"
"1083","2635",2020,"education, health and social services","professionals","Social service professional","3500","3749","4592","3500","3768","4614"
"1084","2362",2020,"education, health and social services","professionals","Special education teacher","3180","3620","4211","3188","3631","4240"
"1085","2214",2020,"education, health and social services","professionals","Specialist medical practitioner (other specialisations) - i","11200","12591","16743","11200","12591","16743"
"1086","22662",2020,"education, health and social services","professionals","Speech therapist","3650","3800","4605","3650","3907","4605"
"1087","2511",2020,"education, health and social services","professionals","Systems analyst","4400","5004","6017","4400","5019","6017"
"1088","24240",2020,"education, health and social services","professionals","Training and staff development professional","3441","4087","4668","3441","4087","4668"
"1089","23101",2020,"education, health and social services","professionals","University lecturer","9253","11924","15435","9284","11974","15493"
"1090","33131",2020,"education, health and social services","associate professionals and technicians","Assistant accountant","3059","3629","4299","3108","3689","4327"
"1091","3323",2020,"education, health and social services","associate professionals and technicians","Buyer and purchasing agent","3158","3781","4196","3158","3789","4196"
"1092","32200",2020,"education, health and social services","associate professionals and technicians","Enrolled/Assistant nurse ","2020","2444","3373","2075","2516","3373"
"1093","33320",2020,"education, health and social services","associate professionals and technicians","Exhibition/Conference/Event planner ","3013","3545","4278","3023","3613","4278"
"1094","3620",2020,"education, health and social services","associate professionals and technicians","Extracurriculum instructor","2600","3150","3740","2600","3200","3870"
"1095","35121",2020,"education, health and social services","associate professionals and technicians","It infrastructure technician","3125","3737","4520","3172","3748","4520"
"1096","35123",2020,"education, health and social services","associate professionals and technicians","It support technician ","3275","4045","4848","3320","4096","4848"
"1097","33491",2020,"education, health and social services","associate professionals and technicians","Management executive","3035","3542","4200","3055","3568","4226"
"1098","32120",2020,"education, health and social services","associate professionals and technicians","Medical and pathology laboratory technician","2240","2715","3541","2335","3100","3564"
"1099","33492",2020,"education, health and social services","associate professionals and technicians","Operations officer ","2850","3451","4230","3000","3514","4245"
"1100","32130",2020,"education, health and social services","associate professionals and technicians","Pharmacy technician","2244","2627","4241","2290","2664","4241"
"1101","31601",2020,"education, health and social services","associate professionals and technicians","Premises and facilities maintenance officer","3062","3800","4290","3140","3817","4330"
"1102","36100",2020,"education, health and social services","associate professionals and technicians","Pre-primary education teacher","2400","2700","3078","2400","2720","3103"
"1103","36910",2020,"education, health and social services","associate professionals and technicians","Private tutor (academic)","2252","3800","4000","2652","3800","4000"
"1104","34122",2020,"education, health and social services","associate professionals and technicians","Social work associate","2225","2716","3245","2231","2723","3300"
"1105","34221",2020,"education, health and social services","associate professionals and technicians","Sports coach","3800","5574","7530","3800","5574","7530"
"1106","34123",2020,"education, health and social services","associate professionals and technicians","Volunteer executive","2808","3150","3518","2848","3150","3649"
"1107","34121",2020,"education, health and social services","associate professionals and technicians","Youth work associate","2280","2800","3396","2280","2815","3396"
"1108","4311",2020,"education, health and social services","clerical support workers","Accounting and bookkeeping clerk","2280","2646","3038","2280","2646","3038"
"1109","4110",2020,"education, health and social services","clerical support workers","General office clerk","2196","2532","3030","2200","2591","3038"
"1110","4224",2020,"education, health and social services","clerical support workers","Receptionist, customer service and information clerk","2033","2310","2789","2067","2333","2801"
"1111","41201",2020,"education, health and social services","clerical support workers","Secretary","3728","4270","4842","3728","4270","5024"
"1112","5311",2020,"education, health and social services","service and sales workers","Child care and related worker","1700","1970","2300","1720","1988","2300"
"1113","51201",2020,"education, health and social services","service and sales workers","Cook (e.g. commis cook 2/3)","1599","1750","2000","1630","1750","2184"
"1114","53201",2020,"education, health and social services","service and sales workers","Healthcare assistant (e.g. therapy aide/assistant)","1631","1824","2073","1650","1856","2154"
"1115","53120",2020,"education, health and social services","service and sales workers","Teacher aide","1800","2450","3301","1800","2450","3301"
"1116","83211",2020,"education, health and social services","plant and machine operators and assemblers","Motorcycle delivery man","1010","1490","1913","1575","1860","2090"
"1117","83223",2020,"education, health and social services","plant and machine operators and assemblers","Van driver","1768","1836","1905","1908","2150","2555"
"1118","9625",2020,"education, health and social services","cleaners, labourers and related workers","Attendant","1555","1817","2123","1629","1871","2242"
"1119","91131",2020,"education, health and social services","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1300","1460","1660","1300","1490","1700"
"1120","12112",2020,"art, entertainment, recreation and other services","managers","Administration manager","4470","6673","8890","4590","7500","9980"
"1121","12221",2020,"art, entertainment, recreation and other services","managers","Advertising/Public relations manager","4736","6100","9500","4756","6335","9700"
"1122","14322",2020,"art, entertainment, recreation and other services","managers","Attractions manager","4520","5930","7945","4560","5970","8005"
"1123","12111",2020,"art, entertainment, recreation and other services","managers","Budgeting and financial accounting manager ","5000","6415","9000","5040","6510","9000"
"1124","12212",2020,"art, entertainment, recreation and other services","managers","Business development manager","3727","5841","7953","3839","6000","8000"
"1125","11203",2020,"art, entertainment, recreation and other services","managers","Chief operating officer/General manager","5400","8000","12000","5400","8620","12000"
"1126","1344",2020,"art, entertainment, recreation and other services","managers","Community and social service manager","3752","4450","6375","4180","4721","6578"
"1127","12241",2020,"art, entertainment, recreation and other services","managers","Customer service manager","4000","5170","7630","4100","5206","7630"
"1128","14391",2020,"art, entertainment, recreation and other services","managers","Event manager","5428","6685","8229","5563","6963","8397"
"1129","1212",2020,"art, entertainment, recreation and other services","managers","Human resource manager","5300","6911","8710","5400","7168","9000"
"1130","13304",2020,"art, entertainment, recreation and other services","managers","ICT service manager","5804","7115","8395","5878","7191","8617"
"1131","11201",2020,"art, entertainment, recreation and other services","managers","Managing director/Chief executive officer","3750","8325","14000","3750","8350","14378"
"1132","12222",2020,"art, entertainment, recreation and other services","managers","Marketing manager","4700","5500","7180","4720","5545","7287"
"1133","13303",2020,"art, entertainment, recreation and other services","managers","Network, communications and infrastructure manager","6510","7540","8300","6800","8000","8650"
"1134","1432",2020,"art, entertainment, recreation and other services","managers","Recreation centre manager","2500","4388","6185","2550","4421","6281"
"1135","12211",2020,"art, entertainment, recreation and other services","managers","Sales manager","2500","4131","6220","2710","4344","6529"
"1136","13291",2020,"art, entertainment, recreation and other services","managers","Technical/Engineering services manager ","4253","6050","7575","4374","6070","7671"
"1137","14324",2020,"art, entertainment, recreation and other services","managers","Wellness centre manager (e.g. hair/beauty/slimming/spa/manicure/massage)","1450","2305","3500","1500","2427","3500"
"1138","24234",2020,"art, entertainment, recreation and other services","professionals","Industrial relations officer","3850","4730","5521","3985","4865","5800"
"1139","24233",2020,"art, entertainment, recreation and other services","professionals","Personnel/Human resource officer","2946","3501","4135","3063","3551","4166"
"1140","24320",2020,"art, entertainment, recreation and other services","professionals","Public relations/Corporate communications professional","3200","3514","4457","3235","3588","4596"
"1141","2635",2020,"art, entertainment, recreation and other services","professionals","Social service professional","2375","3400","4145","2410","3501","4183"
"1142","24240",2020,"art, entertainment, recreation and other services","professionals","Training and staff development professional","3350","4566","6021","3386","4750","6082"
"1143","33131",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Assistant accountant","3008","3492","4088","3060","3532","4129"
"1144","34341",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Chef","3000","3500","5283","3050","3550","5335"
"1145","3114",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Electronics engineering technician","3300","3645","4409","3490","3810","4574"
"1146","33320",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Exhibition/Conference/Event planner ","2256","3150","3596","2288","3160","3606"
"1147","33491",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Management executive","2700","3260","3800","2700","3346","3870"
"1148","33492",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Operations officer ","2900","3335","3987","2912","3413","4126"
"1149","34223",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Physical fitness instructor ","2465","3335","3809","2465","3335","3961"
"1150","31601",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Premises and facilities maintenance officer","2800","3476","4050","2838","3530","4312"
"1151","34122",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Social work associate","2677","2967","3344","2743","3319","3726"
"1152","34221",2020,"art, entertainment, recreation and other services","associate professionals and technicians","Sports coach","3190","4250","5678","3190","4250","5678"
"1153","4311",2020,"art, entertainment, recreation and other services","clerical support workers","Accounting and bookkeeping clerk","1400","2050","2650","1400","2050","2670"
"1154","4110",2020,"art, entertainment, recreation and other services","clerical support workers","General office clerk","1500","2228","2915","1500","2333","3000"
"1155","40000",2020,"art, entertainment, recreation and other services","clerical support workers","Office supervisor","2160","2736","3343","2163","3020","3511"
"1156","4224",2020,"art, entertainment, recreation and other services","clerical support workers","Receptionist, customer service and information clerk","1400","1910","2730","1400","2000","2798"
"1157","41201",2020,"art, entertainment, recreation and other services","clerical support workers","Secretary","3000","3999","4835","3050","4005","4885"
"1158","4321",2020,"art, entertainment, recreation and other services","clerical support workers","Stock clerk","1400","1675","2000","1400","1778","2091"
"1159","51421",2020,"art, entertainment, recreation and other services","service and sales workers","Beautician","1000","1300","1500","1445","1900","2458"
"1160","52302",2020,"art, entertainment, recreation and other services","service and sales workers","Cashier","2546","3153","3551","2881","3390","3751"
"1161","51411",2020,"art, entertainment, recreation and other services","service and sales workers","Hair stylist/Hairdresser","1300","1400","1800","1500","2229","3147"
"1162","51491",2020,"art, entertainment, recreation and other services","service and sales workers","Masseur (non-medical) ","1300","1400","1900","1400","1400","2116"
"1163","54144",2020,"art, entertainment, recreation and other services","service and sales workers","Private security officer","1714","2165","3005","1800","2250","3090"
"1164","52202",2020,"art, entertainment, recreation and other services","service and sales workers","Shop sales assistant","1800","2185","2335","1800","2185","2360"
"1165","81502",2020,"art, entertainment, recreation and other services","plant and machine operators and assemblers","Laundry and dry cleaning worker (machine, non-household)","1090","1250","1382","1259","1405","1755"
"1166","9625",2020,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Attendant","1508","1744","2006","1582","1827","2066"
"1167","91131",2020,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Office, commercial and industrial establishments indoor cleaner","1300","1300","1400","1300","1300","1400"
"1168","96255",2020,"art, entertainment, recreation and other services","cleaners, labourers and related workers","Sports and recreational attendant (e.g. golf marshal, golf caddie, fun fair attendant, bowling alley attendant, swimming pool attendant)","1625","1826","2023","1682","1849","2086"
